seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
5,8,val,122,0.1552,0.8361,0.5161,0.9151,0.3,0.3333
5,8,in_domain,123,0.1552,0.8862,0.5916,0.9439,0.6087,0.2222
5,8,laptop,2313,0.1552,0.7298,0.6616,0.818,0.7809,0.3858
5,8,restaurant,3602,0.1552,0.7215,0.5935,0.8397,0.6074,0.3333
5,9,val,122,0.072,0.8607,0.4355,0.9315,0.375,0.0
5,9,in_domain,123,0.072,0.8943,0.5257,0.9455,0.6316,0.0
5,9,laptop,2313,0.072,0.7142,0.6529,0.8075,0.7541,0.3971
5,9,restaurant,3602,0.072,0.7063,0.559,0.8313,0.529,0.3167
5,10,val,122,0.0549,0.8361,0.4108,0.9167,0.3158,0.0
5,10,in_domain,123,0.0549,0.8943,0.5271,0.9498,0.6316,0.0
5,10,laptop,2313,0.0549,0.7237,0.6552,0.8104,0.7739,0.3812
5,10,restaurant,3602,0.0549,0.7149,0.571,0.8367,0.5687,0.3077
10,1,val,122,1.0802,0.877,0.3115,0.9345,0.0,0.0
10,1,in_domain,123,1.0802,0.878,0.3117,0.9351,0.0,0.0
10,1,laptop,2313,1.0802,0.4267,0.1994,0.5982,0.0,0.0
10,1,restaurant,3602,1.0802,0.6008,0.2502,0.7506,0.0,0.0
10,2,val,122,1.1364,0.7869,0.3868,0.8846,0.2759,0.0
10,2,in_domain,123,1.1364,0.8211,0.4009,0.9065,0.2963,0.0
10,2,laptop,2313,1.1364,0.4959,0.3274,0.6291,0.353,0.0
10,2,restaurant,3602,1.1364,0.6036,0.2589,0.752,0.0245,0.0
10,3,val,122,1.0287,0.8607,0.3982,0.9279,0.2667,0.0
10,3,in_domain,123,1.0287,0.8699,0.3986,0.9292,0.2667,0.0
10,3,laptop,2313,1.0287,0.5409,0.3793,0.6566,0.4728,0.0084
10,3,restaurant,3602,1.0287,0.6038,0.2605,0.7523,0.0293,0.0
10,4,val,122,0.8043,0.8607,0.394,0.9321,0.25,0.0
10,4,in_domain,123,0.8043,0.8943,0.449,0.9469,0.4,0.0
10,4,laptop,2313,0.8043,0.6368,0.4685,0.7196,0.686,0.0
10,4,restaurant,3602,0.8043,0.6235,0.3161,0.764,0.1844,0.0
10,5,val,122,0.66,0.8279,0.4367,0.91,0.4,0.0
10,5,in_domain,123,0.66,0.8943,0.6079,0.945,0.5455,0.3333
10,5,laptop,2313,0.66,0.7164,0.5943,0.8031,0.7694,0.2105
10,5,restaurant,3602,0.66,0.6916,0.4832,0.812,0.5455,0.0923
10,6,val,122,0.4382,0.8279,0.4315,0.91,0.3846,0.0
10,6,in_domain,123,0.4382,0.8943,0.492,0.9541,0.5217,0.0
10,6,laptop,2313,0.4382,0.7255,0.6132,0.8117,0.7732,0.2547
10,6,restaurant,3602,0.4382,0.7079,0.5148,0.8263,0.6052,0.1129
10,7,val,122,0.5387,0.8279,0.4195,0.9108,0.3478,0.0
10,7,in_domain,123,0.5387,0.9024,0.5087,0.9545,0.5714,0.0
10,7,laptop,2313,0.5387,0.7255,0.6406,0.8137,0.7734,0.3348
10,7,restaurant,3602,0.5387,0.7118,0.5453,0.8311,0.5978,0.2069
10,8,val,122,0.2389,0.8443,0.4072,0.9217,0.3,0.0
10,8,in_domain,123,0.2389,0.9024,0.6118,0.9498,0.6,0.2857
10,8,laptop,2313,0.2389,0.7294,0.6354,0.8151,0.7735,0.3178
10,8,restaurant,3602,0.2389,0.7135,0.5448,0.8315,0.5932,0.2097
10,9,val,122,0.3066,0.8443,0.4072,0.9217,0.3,0.0
10,9,in_domain,123,0.3066,0.9106,0.5288,0.955,0.6316,0.0
10,9,laptop,2313,0.3066,0.7246,0.6149,0.8087,0.7707,0.2653
10,9,restaurant,3602,0.3066,0.7043,0.5096,0.8225,0.5798,0.1263
10,10,val,122,0.1946,0.8443,0.4072,0.9217,0.3,0.0
10,10,in_domain,123,0.1946,0.9106,0.6239,0.9545,0.6316,0.2857
10,10,laptop,2313,0.1946,0.7315,0.6384,0.8186,0.7765,0.32
10,10,restaurant,3602,0.1946,0.7157,0.556,0.8348,0.6054,0.2279
50,1,val,122,1.1007,0.8361,0.3785,0.9132,0.2222,0.0
50,1,in_domain,123,1.1007,0.8618,0.3542,0.9292,0.1333,0.0
50,1,laptop,2313,1.1007,0.4764,0.3204,0.6098,0.3515,0.0
50,1,restaurant,3602,1.1007,0.6135,0.3212,0.7569,0.2068,0.0
50,2,val,122,1.0578,0.5082,0.2933,0.6667,0.2133,0.0
50,2,in_domain,123,1.0578,0.5935,0.3408,0.7326,0.2899,0.0
50,2,laptop,2313,1.0578,0.5469,0.3999,0.5701,0.6296,0.0
50,2,restaurant,3602,1.0578,0.6707,0.4625,0.7956,0.5919,0.0
50,3,val,122,0.8682,0.8115,0.43,0.9029,0.3871,0.0
50,3,in_domain,123,0.8682,0.8455,0.4585,0.9238,0.4516,0.0
50,3,laptop,2313,0.8682,0.6896,0.5107,0.786,0.7461,0.0
50,3,restaurant,3602,0.8682,0.7127,0.4858,0.8251,0.6323,0.0
50,4,val,122,0.7301,0.7377,0.4747,0.8586,0.375,0.1905
50,4,in_domain,123,0.7301,0.7886,0.5488,0.8821,0.5143,0.25
50,4,laptop,2313,0.7301,0.6779,0.6054,0.7573,0.7486,0.3103
50,4,restaurant,3602,0.7301,0.7221,0.6314,0.8444,0.6769,0.3728
50,5,val,122,0.7217,0.8607,0.3585,0.9327,0.1429,0.0
50,5,in_domain,123,0.7217,0.9106,0.5288,0.955,0.6316,0.0
50,5,laptop,2313,0.7217,0.7129,0.5827,0.8034,0.7669,0.1779
50,5,restaurant,3602,0.7217,0.7115,0.525,0.828,0.6034,0.1436
50,6,val,122,0.456,0.8689,0.4135,0.9327,0.3077,0.0
50,6,in_domain,123,0.456,0.9187,0.6517,0.955,0.6667,0.3333
50,6,laptop,2313,0.456,0.7272,0.6471,0.8112,0.7694,0.3608
50,6,restaurant,3602,0.456,0.7174,0.5595,0.836,0.5783,0.2642
50,7,val,122,0.2659,0.8279,0.4248,0.9108,0.3636,0.0
50,7,in_domain,123,0.2659,0.8862,0.5916,0.9439,0.6087,0.2222
50,7,laptop,2313,0.2659,0.7358,0.6569,0.8278,0.7781,0.3647
50,7,restaurant,3602,0.2659,0.734,0.6256,0.8523,0.6393,0.3851
50,8,val,122,0.2082,0.8197,0.4178,0.9057,0.3478,0.0
50,8,in_domain,123,0.2082,0.8943,0.6524,0.9484,0.6087,0.4
50,8,laptop,2313,0.2082,0.7432,0.6667,0.8319,0.7849,0.3832
50,8,restaurant,3602,0.2082,0.7399,0.6399,0.8552,0.656,0.4084
50,9,val,122,0.1557,0.8443,0.3908,0.9224,0.25,0.0
50,9,in_domain,123,0.1557,0.9024,0.622,0.9493,0.6667,0.25
50,9,laptop,2313,0.1557,0.7423,0.6763,0.8265,0.7847,0.4176
50,9,restaurant,3602,0.1557,0.7315,0.6252,0.8502,0.61,0.4154
50,10,val,122,0.1329,0.8525,0.4265,0.9266,0.3529,0.0
50,10,in_domain,123,0.1329,0.9024,0.622,0.9493,0.6667,0.25
50,10,laptop,2313,0.1329,0.7406,0.6743,0.8277,0.7816,0.4134
50,10,restaurant,3602,0.1329,0.731,0.6297,0.8495,0.6134,0.4264
99,1,val,122,1.1127,0.877,0.3115,0.9345,0.0,0.0
99,1,in_domain,123,1.1127,0.878,0.3117,0.9351,0.0,0.0
99,1,laptop,2313,1.1127,0.4293,0.2044,0.5995,0.0137,0.0
99,1,restaurant,3602,1.1127,0.6008,0.2502,0.7506,0.0,0.0
99,2,val,122,1.0941,0.7787,0.3805,0.8835,0.2581,0.0
99,2,in_domain,123,1.0941,0.813,0.4274,0.8952,0.3871,0.0
99,2,laptop,2313,1.0941,0.5318,0.3729,0.6546,0.464,0.0
99,2,restaurant,3602,1.0941,0.6149,0.2984,0.759,0.1363,0.0
99,3,val,122,0.9956,0.8115,0.43,0.9029,0.3871,0.0
99,3,in_domain,123,0.9956,0.8943,0.5214,0.9488,0.6154,0.0
99,3,laptop,2313,0.9956,0.7086,0.5241,0.7961,0.7762,0.0
99,3,restaurant,3602,0.9956,0.6885,0.4499,0.8044,0.5453,0.0
99,4,val,122,0.6471,0.8197,0.4231,0.9057,0.3636,0.0
99,4,in_domain,123,0.6471,0.8943,0.5286,0.9493,0.6364,0.0
99,4,laptop,2313,0.6471,0.7173,0.6183,0.8043,0.7718,0.2787
99,4,restaurant,3602,0.6471,0.7063,0.5282,0.8223,0.5983,0.1638
99,5,val,122,0.4853,0.8443,0.4282,0.9209,0.3636,0.0
99,5,in_domain,123,0.4853,0.9024,0.5209,0.9541,0.6087,0.0
99,5,laptop,2313,0.4853,0.7155,0.5443,0.803,0.7799,0.0501
99,5,restaurant,3602,0.4853,0.7249,0.5103,0.8314,0.6658,0.0338
99,6,val,122,0.4381,0.8361,0.4108,0.9167,0.3158,0.0
99,6,in_domain,123,0.4381,0.9024,0.622,0.9493,0.6667,0.25
99,6,laptop,2313,0.4381,0.7319,0.6436,0.8187,0.7792,0.3328
99,6,restaurant,3602,0.4381,0.7318,0.5896,0.8433,0.641,0.2845
99,7,val,122,0.3327,0.8443,0.4125,0.9217,0.3158,0.0
99,7,in_domain,123,0.3327,0.8943,0.5193,0.9493,0.6087,0.0
99,7,laptop,2313,0.3327,0.7389,0.6636,0.8248,0.7867,0.3794
99,7,restaurant,3602,0.3327,0.7407,0.6065,0.8537,0.6613,0.3045
99,8,val,122,0.2199,0.8279,0.4644,0.9108,0.3158,0.1667
99,8,in_domain,123,0.2199,0.878,0.5857,0.939,0.6364,0.1818
99,8,laptop,2313,0.2199,0.7332,0.6723,0.8204,0.7864,0.4101
99,8,restaurant,3602,0.2199,0.7388,0.6245,0.8552,0.6479,0.3704
99,9,val,122,0.2089,0.8361,0.4108,0.9167,0.3158,0.0
99,9,in_domain,123,0.2089,0.8943,0.5286,0.9493,0.6364,0.0
99,9,laptop,2313,0.2089,0.7376,0.6729,0.823,0.7862,0.4095
99,9,restaurant,3602,0.2089,0.7421,0.6236,0.8555,0.659,0.3564
99,10,val,122,0.0998,0.8279,0.4644,0.9108,0.3158,0.1667
99,10,in_domain,123,0.0998,0.8943,0.6581,0.9439,0.6667,0.3636
99,10,laptop,2313,0.0998,0.7354,0.6813,0.8206,0.788,0.4353
99,10,restaurant,3602,0.0998,0.7363,0.6285,0.8521,0.6471,0.3862
100,1,val,122,1.1056,0.877,0.378,0.9339,0.2,0.0
100,1,in_domain,123,1.1056,0.8618,0.3086,0.9258,0.0,0.0
100,1,laptop,2313,1.1056,0.4276,0.204,0.5983,0.0136,0.0
100,1,restaurant,3602,1.1056,0.5916,0.264,0.7427,0.0493,0.0
100,2,val,122,1.1085,0.7377,0.3734,0.85,0.2703,0.0
100,2,in_domain,123,1.1085,0.7642,0.4151,0.8643,0.381,0.0
100,2,laptop,2313,1.1085,0.5339,0.3701,0.6551,0.4552,0.0
100,2,restaurant,3602,1.1085,0.6274,0.3548,0.7661,0.2985,0.0
100,3,val,122,0.9929,0.877,0.4222,0.9333,0.3333,0.0
100,3,in_domain,123,0.9929,0.9106,0.5254,0.9511,0.625,0.0
100,3,laptop,2313,0.9929,0.6269,0.4604,0.7083,0.6728,0.0
100,3,restaurant,3602,0.9929,0.6682,0.4156,0.7901,0.4568,0.0
100,4,val,122,0.7118,0.8525,0.4682,0.9245,0.48,0.0
100,4,in_domain,123,0.7118,0.9106,0.6512,0.9537,0.6667,0.3333
100,4,laptop,2313,0.7118,0.7125,0.5366,0.7781,0.8061,0.0256
100,4,restaurant,3602,0.7118,0.7277,0.5056,0.835,0.6787,0.0031
100,5,val,122,0.5773,0.7377,0.4837,0.8557,0.3529,0.2424
100,5,in_domain,123,0.5773,0.7805,0.583,0.8731,0.6,0.2759
100,5,laptop,2313,0.5773,0.6965,0.6757,0.7653,0.7739,0.4879
100,5,restaurant,3602,0.5773,0.6757,0.622,0.7919,0.6587,0.4154
100,6,val,122,0.4663,0.8361,0.4491,0.9187,0.4286,0.0
100,6,in_domain,123,0.4663,0.8862,0.5066,0.9484,0.5714,0.0
100,6,laptop,2313,0.4663,0.7497,0.6217,0.8299,0.8039,0.2313
100,6,restaurant,3602,0.4663,0.7476,0.5459,0.8596,0.7066,0.0716
100,7,val,122,0.3564,0.8525,0.442,0.9259,0.4,0.0
100,7,in_domain,123,0.3564,0.9024,0.6263,0.9533,0.64,0.2857
100,7,laptop,2313,0.3564,0.7631,0.6772,0.8321,0.8114,0.388
100,7,restaurant,3602,0.3564,0.7463,0.5744,0.8548,0.6935,0.1748
100,8,val,122,0.2558,0.8525,0.4251,0.9224,0.3529,0.0
100,8,in_domain,123,0.2558,0.9024,0.6858,0.9488,0.6087,0.5
100,8,laptop,2313,0.2558,0.7652,0.7031,0.8321,0.8066,0.4706
100,8,restaurant,3602,0.2558,0.7451,0.5978,0.855,0.6834,0.2552
100,9,val,122,0.2659,0.8525,0.4251,0.9224,0.3529,0.0
100,9,in_domain,123,0.2659,0.9106,0.6967,0.9537,0.6364,0.5
100,9,laptop,2313,0.2659,0.7557,0.7089,0.8266,0.7929,0.5071
100,9,restaurant,3602,0.2659,0.7454,0.6271,0.8542,0.6711,0.3562
100,10,val,122,0.1644,0.8525,0.4251,0.9224,0.3529,0.0
100,10,in_domain,123,0.1644,0.9187,0.7084,0.9585,0.6667,0.5
100,10,laptop,2313,0.1644,0.7553,0.7073,0.8255,0.7934,0.503
100,10,restaurant,3602,0.1644,0.7454,0.6263,0.8545,0.6707,0.3536
314,1,val,122,1.1088,0.877,0.3115,0.9345,0.0,0.0
314,1,in_domain,123,1.1088,0.878,0.3117,0.9351,0.0,0.0
314,1,laptop,2313,1.1088,0.4267,0.1994,0.5982,0.0,0.0
314,1,restaurant,3602,1.1088,0.6008,0.2502,0.7506,0.0,0.0
314,2,val,122,1.0668,0.7951,0.3964,0.8815,0.3077,0.0
314,2,in_domain,123,1.0668,0.7724,0.3583,0.8679,0.2069,0.0
314,2,laptop,2313,1.0668,0.5257,0.3657,0.6537,0.4433,0.0
314,2,restaurant,3602,1.0668,0.6088,0.3095,0.7566,0.1718,0.0
314,3,val,122,1.0959,0.8033,0.4157,0.89,0.3571,0.0
314,3,in_domain,123,1.0959,0.8211,0.4033,0.9023,0.3077,0.0
314,3,laptop,2313,1.0959,0.6109,0.4485,0.7042,0.6414,0.0
314,3,restaurant,3602,1.0959,0.6366,0.3614,0.7738,0.3104,0.0
314,4,val,122,0.8982,0.8525,0.4739,0.9217,0.5,0.0
314,4,in_domain,123,0.8982,0.8862,0.494,0.9464,0.2857,0.25
314,4,laptop,2313,0.8982,0.6243,0.4582,0.7148,0.66,0.0
314,4,restaurant,3602,0.8982,0.6555,0.3967,0.7879,0.3872,0.015
314,5,val,122,0.6451,0.8361,0.4565,0.9151,0.4545,0.0
314,5,in_domain,123,0.6451,0.9024,0.6865,0.9484,0.6667,0.4444
314,5,laptop,2313,0.6451,0.7142,0.5378,0.7921,0.7914,0.0297
314,5,restaurant,3602,0.6451,0.7385,0.5285,0.8524,0.6945,0.0386
314,6,val,122,0.556,0.8197,0.4683,0.9048,0.5,0.0
314,6,in_domain,123,0.556,0.8374,0.6129,0.9171,0.5882,0.3333
314,6,laptop,2313,0.556,0.7108,0.6234,0.8069,0.7591,0.3043
314,6,restaurant,3602,0.556,0.7204,0.5766,0.8498,0.631,0.249
314,7,val,122,0.3476,0.8361,0.4565,0.9151,0.4545,0.0
314,7,in_domain,123,0.3476,0.9024,0.7101,0.9484,0.6364,0.5455
314,7,laptop,2313,0.3476,0.7367,0.6305,0.8104,0.7921,0.2891
314,7,restaurant,3602,0.3476,0.7476,0.5976,0.858,0.7009,0.2339
314,8,val,122,0.3273,0.8443,0.4517,0.9202,0.4348,0.0
314,8,in_domain,123,0.3273,0.8862,0.5177,0.9444,0.6087,0.0
314,8,laptop,2313,0.3273,0.7428,0.6371,0.813,0.7994,0.299
314,8,restaurant,3602,0.3273,0.751,0.5968,0.8605,0.7015,0.2286
314,9,val,122,0.3403,0.8443,0.4655,0.9202,0.4762,0.0
314,9,in_domain,123,0.3403,0.8862,0.5916,0.9439,0.6087,0.2222
314,9,laptop,2313,0.3403,0.7475,0.6651,0.8177,0.7953,0.3821
314,9,restaurant,3602,0.3403,0.7521,0.6228,0.86,0.7045,0.3038
314,10,val,122,0.2068,0.8443,0.4403,0.9209,0.4,0.0
314,10,in_domain,123,0.2068,0.8943,0.6025,0.9488,0.6364,0.2222
314,10,laptop,2313,0.2068,0.7454,0.6608,0.8155,0.7949,0.3721
314,10,restaurant,3602,0.2068,0.751,0.6209,0.8581,0.7037,0.3008
555,1,val,122,1.1206,0.877,0.3115,0.9345,0.0,0.0
555,1,in_domain,123,1.1206,0.878,0.3117,0.9351,0.0,0.0
555,1,laptop,2313,1.1206,0.4267,0.1994,0.5982,0.0,0.0
555,1,restaurant,3602,1.1206,0.6008,0.2502,0.7506,0.0,0.0
555,2,val,122,1.0659,0.5902,0.3227,0.7386,0.2295,0.0
555,2,in_domain,123,1.0659,0.626,0.35,0.7598,0.2903,0.0
555,2,laptop,2313,1.0659,0.6273,0.4623,0.7189,0.6681,0.0
555,2,restaurant,3602,1.0659,0.6371,0.366,0.7735,0.3245,0.0
555,3,val,122,0.8953,0.8197,0.425,0.9048,0.3704,0.0
555,3,in_domain,123,0.8953,0.8943,0.5214,0.9488,0.6154,0.0
555,3,laptop,2313,0.8953,0.7138,0.539,0.7918,0.7914,0.0337
555,3,restaurant,3602,0.8953,0.7077,0.4774,0.8191,0.6133,0.0
555,4,val,122,0.5388,0.8279,0.415,0.9116,0.3333,0.0
555,4,in_domain,123,0.5388,0.8699,0.6014,0.9302,0.5882,0.2857
555,4,laptop,2313,0.5388,0.7116,0.6232,0.7993,0.7641,0.3062
555,4,restaurant,3602,0.5388,0.7052,0.5034,0.8205,0.5952,0.0943
555,5,val,122,0.3995,0.8197,0.4784,0.9048,0.3636,0.1667
555,5,in_domain,123,0.3995,0.8862,0.6573,0.9434,0.6,0.4286
555,5,laptop,2313,0.3995,0.7134,0.6508,0.8049,0.7745,0.373
555,5,restaurant,3602,0.3995,0.719,0.5668,0.8423,0.6229,0.2352
555,6,val,122,0.3142,0.877,0.3129,0.9386,0.0,0.0
555,6,in_domain,123,0.3142,0.8862,0.4555,0.9381,0.4286,0.0
555,6,laptop,2313,0.3142,0.6732,0.5899,0.773,0.7042,0.2926
555,6,restaurant,3602,0.3142,0.6877,0.4838,0.8109,0.497,0.1434
555,7,val,122,0.3434,0.8689,0.4298,0.9364,0.3529,0.0
555,7,in_domain,123,0.3434,0.9106,0.5404,0.9545,0.6667,0.0
555,7,laptop,2313,0.3434,0.7307,0.6393,0.8097,0.7887,0.3194
555,7,restaurant,3602,0.3434,0.7268,0.5468,0.8375,0.6536,0.1493
555,8,val,122,0.1864,0.8443,0.4802,0.9209,0.3529,0.1667
555,8,in_domain,123,0.1864,0.8943,0.6481,0.9444,0.6667,0.3333
555,8,laptop,2313,0.1864,0.7047,0.6496,0.807,0.756,0.3857
555,8,restaurant,3602,0.1864,0.7224,0.581,0.846,0.6102,0.2868
555,9,val,122,0.0908,0.8607,0.4341,0.9273,0.375,0.0
555,9,in_domain,123,0.0908,0.9024,0.622,0.9493,0.6667,0.25
555,9,laptop,2313,0.0908,0.7263,0.6583,0.8156,0.7811,0.3782
555,9,restaurant,3602,0.0908,0.726,0.5708,0.8459,0.6292,0.2372
555,10,val,122,0.1297,0.8607,0.4281,0.9315,0.3529,0.0
555,10,in_domain,123,0.1297,0.9106,0.6883,0.9537,0.6667,0.4444
555,10,laptop,2313,0.1297,0.7216,0.6579,0.8111,0.7803,0.3824
555,10,restaurant,3602,0.1297,0.7279,0.5815,0.8473,0.6348,0.2623
777,1,val,122,1.0987,0.877,0.3115,0.9345,0.0,0.0
777,1,in_domain,123,1.0987,0.878,0.3117,0.9351,0.0,0.0
777,1,laptop,2313,1.0987,0.4267,0.1994,0.5982,0.0,0.0
777,1,restaurant,3602,1.0987,0.6008,0.2502,0.7506,0.0,0.0
777,2,val,122,1.1273,0.7787,0.3968,0.878,0.3125,0.0
777,2,in_domain,123,1.1273,0.8293,0.4566,0.9126,0.4571,0.0
777,2,laptop,2313,1.1273,0.6429,0.4756,0.7311,0.6958,0.0
777,2,restaurant,3602,1.1273,0.6632,0.4284,0.7892,0.496,0.0
777,3,val,122,1.0401,0.7377,0.4022,0.8586,0.3478,0.0
777,3,in_domain,123,1.0401,0.7886,0.4441,0.8878,0.4444,0.0
777,3,laptop,2313,1.0401,0.6719,0.5002,0.7817,0.719,0.0
777,3,restaurant,3602,1.0401,0.7301,0.513,0.8559,0.6831,0.0
777,4,val,122,0.6838,0.8361,0.4212,0.9159,0.3478,0.0
777,4,in_domain,123,0.6838,0.9106,0.5318,0.9589,0.6364,0.0
777,4,laptop,2313,0.6838,0.7397,0.62,0.8177,0.7977,0.2447
777,4,restaurant,3602,0.6838,0.7418,0.5507,0.8527,0.6902,0.1091
777,5,val,122,0.5763,0.8443,0.4603,0.9194,0.4615,0.0
777,5,in_domain,123,0.5763,0.8943,0.5109,0.9493,0.5833,0.0
777,5,laptop,2313,0.5763,0.7384,0.6215,0.8152,0.7998,0.2496
777,5,restaurant,3602,0.5763,0.7435,0.5532,0.8531,0.6971,0.1096
777,6,val,122,0.4289,0.8361,0.4167,0.9167,0.3333,0.0
777,6,in_domain,123,0.4289,0.8699,0.5323,0.9302,0.6667,0.0
777,6,laptop,2313,0.4289,0.7475,0.6996,0.8215,0.7972,0.4801
777,6,restaurant,3602,0.4289,0.736,0.63,0.8511,0.6622,0.3767
777,7,val,122,0.4584,0.8361,0.4265,0.9159,0.3636,0.0
777,7,in_domain,123,0.4584,0.8943,0.5109,0.9493,0.5833,0.0
777,7,laptop,2313,0.4584,0.7514,0.6581,0.8245,0.8021,0.3478
777,7,restaurant,3602,0.4584,0.7496,0.5844,0.8579,0.7025,0.1928
777,8,val,122,0.3878,0.8279,0.415,0.9116,0.3333,0.0
777,8,in_domain,123,0.3878,0.8862,0.5269,0.9444,0.6364,0.0
777,8,laptop,2313,0.3878,0.7462,0.6893,0.8239,0.7942,0.4499
777,8,restaurant,3602,0.3878,0.741,0.6302,0.8531,0.6814,0.3562
777,9,val,122,0.2837,0.8279,0.415,0.9116,0.3333,0.0
777,9,in_domain,123,0.2837,0.8943,0.5286,0.9493,0.6364,0.0
777,9,laptop,2313,0.2837,0.7527,0.694,0.8265,0.798,0.4574
777,9,restaurant,3602,0.2837,0.7418,0.621,0.8549,0.6701,0.3379
777,10,val,122,0.2272,0.8361,0.4167,0.9167,0.3333,0.0
777,10,in_domain,123,0.2272,0.9024,0.5388,0.9498,0.6667,0.0
777,10,laptop,2313,0.2272,0.751,0.6868,0.8237,0.7993,0.4374
777,10,restaurant,3602,0.2272,0.746,0.6185,0.8573,0.668,0.3303
999,1,val,122,1.1281,0.1148,0.0784,0.1062,0.129,0.0
999,1,in_domain,123,1.1281,0.1789,0.1218,0.2,0.1653,0.0
999,1,laptop,2313,1.1281,0.3748,0.1869,0.0179,0.5427,0.0
999,1,restaurant,3602,1.1281,0.2349,0.1412,0.0623,0.3613,0.0
999,2,val,122,1.111,0.877,0.3115,0.9345,0.0,0.0
999,2,in_domain,123,1.111,0.878,0.3117,0.9351,0.0,0.0
999,2,laptop,2313,1.111,0.4272,0.2002,0.5984,0.0023,0.0
999,2,restaurant,3602,1.111,0.6008,0.2502,0.7506,0.0,0.0
999,3,val,122,0.9971,0.8443,0.4282,0.9209,0.3636,0.0
999,3,in_domain,123,0.9971,0.9106,0.5198,0.9593,0.6,0.0
999,3,laptop,2313,0.9971,0.6796,0.5023,0.7619,0.7449,0.0
999,3,restaurant,3602,0.9971,0.6371,0.351,0.7732,0.2797,0.0
999,4,val,122,0.6984,0.7869,0.5018,0.8856,0.3846,0.2353
999,4,in_domain,123,0.6984,0.8943,0.6147,0.9484,0.6957,0.2
999,4,laptop,2313,0.6984,0.7138,0.6428,0.8051,0.778,0.3453
999,4,restaurant,3602,0.6984,0.721,0.5584,0.8394,0.639,0.1968
999,5,val,122,0.4678,0.8115,0.4685,0.9038,0.3478,0.1538
999,5,in_domain,123,0.4678,0.9024,0.6134,0.9537,0.6364,0.25
999,5,laptop,2313,0.4678,0.7393,0.6607,0.8275,0.7913,0.3634
999,5,restaurant,3602,0.4678,0.7335,0.5665,0.8473,0.6662,0.186
999,6,val,122,0.4264,0.7951,0.4927,0.8922,0.3636,0.2222
999,6,in_domain,123,0.4264,0.878,0.7032,0.9282,0.7368,0.4444
999,6,laptop,2313,0.4264,0.7324,0.6967,0.8096,0.7928,0.4877
999,6,restaurant,3602,0.4264,0.7357,0.6237,0.8587,0.6409,0.3715
999,7,val,122,0.2028,0.8197,0.4584,0.9057,0.3158,0.1538
999,7,in_domain,123,0.2028,0.9024,0.6238,0.9493,0.7,0.2222
999,7,laptop,2313,0.2028,0.7384,0.668,0.8195,0.7964,0.3881
999,7,restaurant,3602,0.2028,0.7332,0.5889,0.852,0.6454,0.2693
999,8,val,122,0.261,0.8279,0.466,0.9108,0.3333,0.1538
999,8,in_domain,123,0.261,0.8943,0.6039,0.945,0.6667,0.2
999,8,laptop,2313,0.261,0.7384,0.6772,0.8184,0.7921,0.4211
999,8,restaurant,3602,0.261,0.7301,0.5884,0.849,0.6237,0.2924
999,9,val,122,0.1856,0.8197,0.4606,0.9057,0.3333,0.1429
999,9,in_domain,123,0.1856,0.9024,0.6347,0.945,0.7368,0.2222
999,9,laptop,2313,0.1856,0.7393,0.677,0.8207,0.7952,0.4151
999,9,restaurant,3602,0.1856,0.7338,0.5971,0.8539,0.6338,0.3037
999,10,val,122,0.1353,0.8197,0.4589,0.91,0.3333,0.1333
999,10,in_domain,123,0.1353,0.9024,0.6347,0.945,0.7368,0.2222
999,10,laptop,2313,0.1353,0.7389,0.6771,0.8202,0.7945,0.4166
999,10,restaurant,3602,0.1353,0.736,0.6016,0.8553,0.6403,0.3091
1234,1,val,122,1.1259,0.877,0.3115,0.9345,0.0,0.0
1234,1,in_domain,123,1.1259,0.878,0.3117,0.9351,0.0,0.0
1234,1,laptop,2313,1.1259,0.4267,0.1994,0.5982,0.0,0.0
1234,1,restaurant,3602,1.1259,0.6008,0.2502,0.7506,0.0,0.0
1234,2,val,122,1.0766,0.877,0.3115,0.9345,0.0,0.0
1234,2,in_domain,123,1.0766,0.878,0.3117,0.9351,0.0,0.0
1234,2,laptop,2313,1.0766,0.4267,0.1994,0.5982,0.0,0.0
1234,2,restaurant,3602,1.0766,0.6008,0.2502,0.7506,0.0,0.0
1234,3,val,122,1.016,0.7459,0.3888,0.8586,0.3077,0.0
1234,3,in_domain,123,1.016,0.7724,0.4274,0.8731,0.4091,0.0
1234,3,laptop,2313,1.016,0.6546,0.4833,0.74,0.71,0.0
1234,3,restaurant,3602,1.016,0.6477,0.3759,0.7795,0.3482,0.0
1234,4,val,122,0.8125,0.7131,0.4832,0.8316,0.48,0.1379
1234,4,in_domain,123,0.8125,0.7236,0.5572,0.8298,0.5714,0.2703
1234,4,laptop,2313,0.8125,0.661,0.6385,0.7615,0.7205,0.4334
1234,4,restaurant,3602,0.8125,0.6655,0.5434,0.8117,0.4652,0.3531
1234,5,val,122,0.5953,0.7049,0.4992,0.8216,0.4,0.2759
1234,5,in_domain,123,0.5953,0.7805,0.6201,0.8646,0.72,0.2759
1234,5,laptop,2313,0.5953,0.6814,0.6525,0.7541,0.7558,0.4477
1234,5,restaurant,3602,0.5953,0.681,0.5953,0.8139,0.5491,0.4229
1234,6,val,122,0.3984,0.7787,0.4461,0.8768,0.4615,0.0
1234,6,in_domain,123,0.3984,0.8618,0.6749,0.9179,0.6364,0.4706
