model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
RoBERTa ABSA,314,6,val,122,0.3599,0.8525,0.4029,0.9231,0.2857,0.0
RoBERTa ABSA,314,6,in_domain,123,0.3599,0.8943,0.575,0.9417,0.5333,0.25
RoBERTa ABSA,314,6,laptop,2313,0.3599,0.7147,0.6641,0.8099,0.7212,0.461
RoBERTa ABSA,314,6,restaurant,3602,0.3599,0.7338,0.6108,0.85,0.5761,0.4062
RoBERTa ABSA,314,7,val,122,0.199,0.8607,0.4216,0.9315,0.3333,0.0
RoBERTa ABSA,314,7,in_domain,123,0.199,0.8943,0.5152,0.9455,0.6,0.0
RoBERTa ABSA,314,7,laptop,2313,0.199,0.7553,0.6818,0.8265,0.7926,0.4262
RoBERTa ABSA,314,7,restaurant,3602,0.199,0.7443,0.6072,0.856,0.6637,0.3019
RoBERTa ABSA,314,8,val,122,0.1315,0.8607,0.4281,0.9315,0.3529,0.0
RoBERTa ABSA,314,8,in_domain,123,0.1315,0.8943,0.5388,0.9498,0.6667,0.0
RoBERTa ABSA,314,8,laptop,2313,0.1315,0.7458,0.6898,0.8227,0.7767,0.47
RoBERTa ABSA,314,8,restaurant,3602,0.1315,0.7432,0.6336,0.8556,0.6593,0.386
RoBERTa ABSA,314,9,val,122,0.0958,0.8115,0.4019,0.9057,0.3,0.0
RoBERTa ABSA,314,9,in_domain,123,0.0958,0.878,0.5239,0.9401,0.6316,0.0
RoBERTa ABSA,314,9,laptop,2313,0.0958,0.7311,0.6897,0.8165,0.7663,0.4861
RoBERTa ABSA,314,9,restaurant,3602,0.0958,0.7274,0.6422,0.843,0.6569,0.4265
RoBERTa ABSA,314,10,val,122,0.0513,0.8361,0.4181,0.9209,0.3333,0.0
RoBERTa ABSA,314,10,in_domain,123,0.0513,0.8943,0.5388,0.9498,0.6667,0.0
RoBERTa ABSA,314,10,laptop,2313,0.0513,0.7341,0.6881,0.8177,0.7683,0.4781
RoBERTa ABSA,314,10,restaurant,3602,0.0513,0.7318,0.6382,0.847,0.6579,0.4097
Extended BERT ABSA,555,1,val,122,1.1517,0.4262,0.2809,0.5714,0.2712,0.0
Extended BERT ABSA,555,1,in_domain,123,1.1517,0.5203,0.4063,0.638,0.3902,0.1905
Extended BERT ABSA,555,1,laptop,2313,1.1517,0.4163,0.2981,0.3561,0.5298,0.0084
Extended BERT ABSA,555,1,restaurant,3602,1.1517,0.462,0.3366,0.5805,0.4083,0.0211
Extended BERT ABSA,555,2,val,122,0.8714,0.5328,0.3738,0.6829,0.3333,0.1053
Extended BERT ABSA,555,2,in_domain,123,0.8714,0.5772,0.4833,0.6941,0.5926,0.1633
Extended BERT ABSA,555,2,laptop,2313,0.8714,0.5456,0.4036,0.6365,0.5658,0.0086
Extended BERT ABSA,555,2,restaurant,3602,0.8714,0.6471,0.4205,0.779,0.4733,0.0094
Extended BERT ABSA,555,3,val,122,0.6139,0.8115,0.4181,0.9014,0.3529,0.0
Extended BERT ABSA,555,3,in_domain,123,0.6139,0.8455,0.6483,0.9091,0.75,0.2857
Extended BERT ABSA,555,3,laptop,2313,0.6139,0.6208,0.5068,0.7124,0.6599,0.1481
Extended BERT ABSA,555,3,restaurant,3602,0.6139,0.6602,0.4319,0.7903,0.4371,0.0683
Extended BERT ABSA,555,4,val,122,0.327,0.7951,0.4448,0.89,0.4444,0.0
Extended BERT ABSA,555,4,in_domain,123,0.327,0.8455,0.6454,0.9135,0.75,0.2727
Extended BERT ABSA,555,4,laptop,2313,0.327,0.6628,0.6006,0.7506,0.7177,0.3333
Extended BERT ABSA,555,4,restaurant,3602,0.327,0.6896,0.5105,0.8169,0.5415,0.1731
Extended BERT ABSA,555,5,val,122,0.2641,0.8525,0.4503,0.9224,0.4286,0.0
Extended BERT ABSA,555,5,in_domain,123,0.2641,0.935,0.7217,0.9686,0.625,0.5714
Extended BERT ABSA,555,5,laptop,2313,0.2641,0.6796,0.5643,0.7644,0.7308,0.1976
Extended BERT ABSA,555,5,restaurant,3602,0.2641,0.6891,0.4742,0.8107,0.5337,0.078
Extended BERT ABSA,555,6,val,122,0.046,0.8033,0.4026,0.892,0.3158,0.0
Extended BERT ABSA,555,6,in_domain,123,0.046,0.9187,0.6883,0.9589,0.7059,0.4
Extended BERT ABSA,555,6,laptop,2313,0.046,0.6939,0.5817,0.7827,0.7463,0.2159
Extended BERT ABSA,555,6,restaurant,3602,0.046,0.7066,0.5106,0.8278,0.6047,0.0993
Extended BERT ABSA,555,7,val,122,0.0137,0.8279,0.4453,0.9074,0.4286,0.0
Extended BERT ABSA,555,7,in_domain,123,0.0137,0.9024,0.651,0.9459,0.4615,0.5455
Extended BERT ABSA,555,7,laptop,2313,0.0137,0.6719,0.5862,0.7628,0.7149,0.2809
Extended BERT ABSA,555,7,restaurant,3602,0.0137,0.686,0.4887,0.8122,0.522,0.1318
Extended BERT ABSA,555,8,val,122,0.0095,0.8279,0.4053,0.9083,0.3077,0.0
Extended BERT ABSA,555,8,in_domain,123,0.0095,0.9106,0.628,0.9554,0.4286,0.5
Extended BERT ABSA,555,8,laptop,2313,0.0095,0.6757,0.5826,0.7651,0.7208,0.2619
Extended BERT ABSA,555,8,restaurant,3602,0.0095,0.6899,0.4947,0.8145,0.5378,0.1318
Extended BERT ABSA,555,9,val,122,0.0034,0.8361,0.407,0.9132,0.3077,0.0
Extended BERT ABSA,555,9,in_domain,123,0.0034,0.9106,0.628,0.9554,0.4286,0.5
Extended BERT ABSA,555,9,laptop,2313,0.0034,0.6744,0.582,0.7639,0.7169,0.2653
Extended BERT ABSA,555,9,restaurant,3602,0.0034,0.6896,0.4948,0.8144,0.534,0.1361
Extended BERT ABSA,555,10,val,122,0.0035,0.8443,0.4086,0.9182,0.3077,0.0
Extended BERT ABSA,555,10,in_domain,123,0.0035,0.9106,0.628,0.9554,0.4286,0.5
Extended BERT ABSA,555,10,laptop,2313,0.0035,0.6744,0.5818,0.7647,0.7139,0.2669
Extended BERT ABSA,555,10,restaurant,3602,0.0035,0.6893,0.4954,0.8141,0.5311,0.1408
RoBERTa ABSA,555,1,val,122,1.1148,0.0738,0.0475,0.0185,0.124,0.0
RoBERTa ABSA,555,1,in_domain,123,1.1148,0.122,0.0816,0.0885,0.1562,0.0
RoBERTa ABSA,555,1,laptop,2313,1.1148,0.4842,0.337,0.4104,0.6006,0.0
RoBERTa ABSA,555,1,restaurant,3602,1.1148,0.573,0.3896,0.7113,0.4575,0.0
RoBERTa ABSA,555,2,val,122,0.9615,0.8361,0.376,0.9174,0.2105,0.0
RoBERTa ABSA,555,2,in_domain,123,0.9615,0.9106,0.5198,0.9593,0.6,0.0
RoBERTa ABSA,555,2,laptop,2313,0.9615,0.658,0.4875,0.729,0.7335,0.0
RoBERTa ABSA,555,2,restaurant,3602,0.9615,0.6855,0.4453,0.8013,0.5346,0.0
RoBERTa ABSA,555,3,val,122,0.7574,0.8689,0.4012,0.9369,0.2667,0.0
RoBERTa ABSA,555,3,in_domain,123,0.7574,0.8943,0.5522,0.9422,0.4286,0.2857
RoBERTa ABSA,555,3,laptop,2313,0.7574,0.6805,0.5624,0.7617,0.7335,0.1921
RoBERTa ABSA,555,3,restaurant,3602,0.7574,0.6957,0.4702,0.8086,0.5751,0.027
RoBERTa ABSA,555,4,val,122,0.5064,0.8443,0.3859,0.9224,0.2353,0.0
RoBERTa ABSA,555,4,in_domain,123,0.5064,0.9024,0.5302,0.9541,0.6364,0.0
RoBERTa ABSA,555,4,laptop,2313,0.5064,0.7393,0.6541,0.8154,0.7918,0.3552
RoBERTa ABSA,555,4,restaurant,3602,0.5064,0.746,0.5943,0.8554,0.6892,0.2383
RoBERTa ABSA,555,5,val,122,0.3569,0.8443,0.4125,0.9217,0.3158,0.0
RoBERTa ABSA,555,5,in_domain,123,0.3569,0.8862,0.5255,0.9401,0.6364,0.0
RoBERTa ABSA,555,5,laptop,2313,0.3569,0.7466,0.6653,0.8209,0.7985,0.3765
RoBERTa ABSA,555,5,restaurant,3602,0.3569,0.7463,0.5799,0.857,0.6919,0.1908
RoBERTa ABSA,555,6,val,122,0.2087,0.8607,0.4355,0.9315,0.375,0.0
RoBERTa ABSA,555,6,in_domain,123,0.2087,0.8699,0.5223,0.9352,0.6316,0.0
RoBERTa ABSA,555,6,laptop,2313,0.2087,0.7255,0.672,0.8321,0.7551,0.4287
RoBERTa ABSA,555,6,restaurant,3602,0.2087,0.7501,0.636,0.8634,0.6531,0.3916
RoBERTa ABSA,555,7,val,122,0.0293,0.8689,0.3638,0.9375,0.1538,0.0
RoBERTa ABSA,555,7,in_domain,123,0.0293,0.8699,0.5105,0.9364,0.4286,0.1667
RoBERTa ABSA,555,7,laptop,2313,0.0293,0.7021,0.6568,0.8133,0.7179,0.4391
RoBERTa ABSA,555,7,restaurant,3602,0.0293,0.7296,0.5995,0.8499,0.5844,0.3643
RoBERTa ABSA,555,8,val,122,0.0924,0.8525,0.398,0.9273,0.2667,0.0
RoBERTa ABSA,555,8,in_domain,123,0.0924,0.8862,0.6042,0.9401,0.7059,0.1667
RoBERTa ABSA,555,8,laptop,2313,0.0924,0.7246,0.6756,0.824,0.7585,0.4442
RoBERTa ABSA,555,8,restaurant,3602,0.0924,0.7474,0.6365,0.8598,0.65,0.3996
RoBERTa ABSA,555,9,val,122,0.0095,0.8607,0.4281,0.9315,0.3529,0.0
RoBERTa ABSA,555,9,in_domain,123,0.0095,0.8943,0.6109,0.945,0.7059,0.1818
RoBERTa ABSA,555,9,laptop,2313,0.0095,0.7268,0.6748,0.8247,0.7611,0.4388
RoBERTa ABSA,555,9,restaurant,3602,0.0095,0.7474,0.6334,0.8599,0.6471,0.3931
RoBERTa ABSA,555,10,val,122,0.0065,0.8689,0.4298,0.9364,0.3529,0.0
RoBERTa ABSA,555,10,in_domain,123,0.0065,0.8943,0.6109,0.945,0.7059,0.1818
RoBERTa ABSA,555,10,laptop,2313,0.0065,0.7259,0.6748,0.8252,0.7587,0.4405
RoBERTa ABSA,555,10,restaurant,3602,0.0065,0.7454,0.6293,0.8583,0.6461,0.3835
Extended BERT ABSA,777,1,val,122,1.0534,0.8033,0.356,0.9014,0.1667,0.0
Extended BERT ABSA,777,1,in_domain,123,1.0534,0.8699,0.4497,0.9279,0.4211,0.0
Extended BERT ABSA,777,1,laptop,2313,1.0534,0.5063,0.3745,0.5978,0.5255,0.0
Extended BERT ABSA,777,1,restaurant,3602,1.0534,0.4747,0.3148,0.6316,0.3127,0.0
Extended BERT ABSA,777,2,val,122,0.9299,0.6721,0.3626,0.8021,0.2857,0.0
Extended BERT ABSA,777,2,in_domain,123,0.9299,0.8618,0.5119,0.9202,0.6154,0.0
Extended BERT ABSA,777,2,laptop,2313,0.9299,0.444,0.2959,0.3218,0.5659,0.0
Extended BERT ABSA,777,2,restaurant,3602,0.9299,0.3351,0.2435,0.351,0.3796,0.0
Extended BERT ABSA,777,3,val,122,0.7271,0.6721,0.3778,0.8,0.3333,0.0
Extended BERT ABSA,777,3,in_domain,123,0.7271,0.7967,0.6008,0.8731,0.5294,0.4
Extended BERT ABSA,777,3,laptop,2313,0.7271,0.5236,0.3841,0.5413,0.6024,0.0086
Extended BERT ABSA,777,3,restaurant,3602,0.7271,0.4956,0.3594,0.6323,0.4395,0.0063
Extended BERT ABSA,777,4,val,122,0.461,0.8689,0.4869,0.939,0.5217,0.0
Extended BERT ABSA,777,4,in_domain,123,0.461,0.9106,0.5515,0.9545,0.7,0.0
Extended BERT ABSA,777,4,laptop,2313,0.461,0.6481,0.4843,0.7587,0.6857,0.0086
Extended BERT ABSA,777,4,restaurant,3602,0.461,0.658,0.4521,0.8048,0.539,0.0124
Extended BERT ABSA,777,5,val,122,0.2517,0.8279,0.3047,0.914,0.0,0.0
Extended BERT ABSA,777,5,in_domain,123,0.2517,0.878,0.5757,0.9321,0.4615,0.3333
Extended BERT ABSA,777,5,laptop,2313,0.2517,0.6649,0.5238,0.7743,0.6966,0.1006
Extended BERT ABSA,777,5,restaurant,3602,0.2517,0.668,0.4707,0.8138,0.5183,0.0799
Extended BERT ABSA,777,6,val,122,0.0627,0.8525,0.4103,0.9231,0.3077,0.0
Extended BERT ABSA,777,6,in_domain,123,0.0627,0.8862,0.6137,0.9364,0.5714,0.3333
Extended BERT ABSA,777,6,laptop,2313,0.0627,0.6762,0.5487,0.7796,0.7158,0.1508
Extended BERT ABSA,777,6,restaurant,3602,0.0627,0.6766,0.501,0.8228,0.5427,0.1376
Extended BERT ABSA,777,7,val,122,0.0227,0.8443,0.4551,0.9209,0.4444,0.0
Extended BERT ABSA,777,7,in_domain,123,0.0227,0.8699,0.5378,0.9315,0.5,0.1818
Extended BERT ABSA,777,7,laptop,2313,0.0227,0.677,0.5517,0.7772,0.7235,0.1544
Extended BERT ABSA,777,7,restaurant,3602,0.0227,0.6818,0.5072,0.8265,0.5615,0.1337
Extended BERT ABSA,777,8,val,122,0.0166,0.8525,0.3635,0.9238,0.1667,0.0
Extended BERT ABSA,777,8,in_domain,123,0.0166,0.8862,0.5404,0.9375,0.4615,0.2222
Extended BERT ABSA,777,8,laptop,2313,0.0166,0.6744,0.5462,0.7784,0.7114,0.1489
Extended BERT ABSA,777,8,restaurant,3602,0.0166,0.6863,0.5091,0.8243,0.5401,0.163
Extended BERT ABSA,777,9,val,122,0.0043,0.8361,0.3947,0.9174,0.2667,0.0
Extended BERT ABSA,777,9,in_domain,123,0.0043,0.8862,0.5582,0.9412,0.5333,0.2
Extended BERT ABSA,777,9,laptop,2313,0.0043,0.6788,0.5552,0.7813,0.7221,0.1621
Extended BERT ABSA,777,9,restaurant,3602,0.0043,0.6855,0.5193,0.8276,0.5509,0.1793
Extended BERT ABSA,777,10,val,122,0.0042,0.8689,0.4135,0.9327,0.3077,0.0
Extended BERT ABSA,777,10,in_domain,123,0.0042,0.8862,0.4569,0.9422,0.4286,0.0
Extended BERT ABSA,777,10,laptop,2313,0.0042,0.6805,0.5482,0.7826,0.7207,0.1413
Extended BERT ABSA,777,10,restaurant,3602,0.0042,0.688,0.5091,0.8268,0.5474,0.1531
RoBERTa ABSA,777,1,val,122,1.101,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,777,1,in_domain,123,1.101,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,777,1,laptop,2313,1.101,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,777,1,restaurant,3602,1.101,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,777,2,val,122,1.0522,0.8279,0.4117,0.9151,0.32,0.0
RoBERTa ABSA,777,2,in_domain,123,1.0522,0.9024,0.5209,0.9541,0.6087,0.0
RoBERTa ABSA,777,2,laptop,2313,1.0522,0.7086,0.5241,0.8073,0.7651,0.0
RoBERTa ABSA,777,2,restaurant,3602,1.0522,0.7274,0.5038,0.84,0.6715,0.0
RoBERTa ABSA,777,3,val,122,0.8352,0.8115,0.5401,0.8976,0.3478,0.375
RoBERTa ABSA,777,3,in_domain,123,0.8352,0.878,0.5826,0.939,0.6087,0.2
RoBERTa ABSA,777,3,laptop,2313,0.8352,0.7276,0.6664,0.8104,0.785,0.4039
RoBERTa ABSA,777,3,restaurant,3602,0.8352,0.7415,0.6251,0.8558,0.6886,0.3308
RoBERTa ABSA,777,4,val,122,0.5741,0.8443,0.4282,0.9209,0.3636,0.0
RoBERTa ABSA,777,4,in_domain,123,0.5741,0.9187,0.5621,0.9589,0.7273,0.0
RoBERTa ABSA,777,4,laptop,2313,0.5741,0.7224,0.5672,0.797,0.7963,0.1082
RoBERTa ABSA,777,4,restaurant,3602,0.5741,0.7318,0.5223,0.841,0.6808,0.045
RoBERTa ABSA,777,5,val,122,0.4847,0.8689,0.3703,0.9292,0.1818,0.0
RoBERTa ABSA,777,5,in_domain,123,0.4847,0.8862,0.4474,0.9422,0.4,0.0
RoBERTa ABSA,777,5,laptop,2313,0.4847,0.7471,0.6756,0.818,0.7881,0.4206
RoBERTa ABSA,777,5,restaurant,3602,0.4847,0.7279,0.5725,0.8387,0.6232,0.2556
RoBERTa ABSA,777,6,val,122,0.3507,0.8361,0.4149,0.9091,0.1818,0.1538
RoBERTa ABSA,777,6,in_domain,123,0.3507,0.8699,0.5142,0.9321,0.4286,0.1818
RoBERTa ABSA,777,6,laptop,2313,0.3507,0.7501,0.7112,0.8281,0.7855,0.5201
RoBERTa ABSA,777,6,restaurant,3602,0.3507,0.7424,0.638,0.8571,0.6318,0.4251
RoBERTa ABSA,777,7,val,122,0.1739,0.8443,0.4787,0.9209,0.3333,0.1818
RoBERTa ABSA,777,7,in_domain,123,0.1739,0.8862,0.5356,0.9401,0.6667,0.0
RoBERTa ABSA,777,7,laptop,2313,0.1739,0.7562,0.6857,0.83,0.797,0.4302
RoBERTa ABSA,777,7,restaurant,3602,0.1739,0.7574,0.6337,0.8631,0.6973,0.3408
RoBERTa ABSA,777,8,val,122,0.0529,0.8443,0.4172,0.9182,0.1667,0.1667
RoBERTa ABSA,777,8,in_domain,123,0.0529,0.8862,0.5356,0.9401,0.6667,0.0
RoBERTa ABSA,777,8,laptop,2313,0.0529,0.751,0.6976,0.8269,0.7915,0.4745
RoBERTa ABSA,777,8,restaurant,3602,0.0529,0.7496,0.6354,0.8605,0.6618,0.384
RoBERTa ABSA,777,9,val,122,0.0272,0.8607,0.3651,0.9286,0.1667,0.0
RoBERTa ABSA,777,9,in_domain,123,0.0272,0.878,0.5119,0.9358,0.6,0.0
RoBERTa ABSA,777,9,laptop,2313,0.0272,0.7497,0.695,0.821,0.7915,0.4726
RoBERTa ABSA,777,9,restaurant,3602,0.0272,0.7465,0.6229,0.8559,0.645,0.3677
RoBERTa ABSA,777,10,val,122,0.0142,0.8607,0.3651,0.9286,0.1667,0.0
RoBERTa ABSA,777,10,in_domain,123,0.0142,0.8862,0.5965,0.9358,0.6316,0.2222
RoBERTa ABSA,777,10,laptop,2313,0.0142,0.7514,0.7,0.821,0.7952,0.4837
RoBERTa ABSA,777,10,restaurant,3602,0.0142,0.744,0.6206,0.8546,0.6382,0.3689
Extended BERT ABSA,999,1,val,122,1.1453,0.4836,0.3182,0.6347,0.2222,0.0976
Extended BERT ABSA,999,1,in_domain,123,1.1453,0.6098,0.4766,0.7303,0.5217,0.1778
Extended BERT ABSA,999,1,laptop,2313,1.1453,0.4665,0.3526,0.4892,0.5394,0.0292
Extended BERT ABSA,999,1,restaurant,3602,1.1453,0.5408,0.3201,0.6958,0.2497,0.0149
Extended BERT ABSA,999,2,val,122,0.95,0.6557,0.3691,0.7892,0.3182,0.0
Extended BERT ABSA,999,2,in_domain,123,0.95,0.8211,0.5206,0.8952,0.5,0.1667
Extended BERT ABSA,999,2,laptop,2313,0.95,0.476,0.335,0.4245,0.5806,0.0
Extended BERT ABSA,999,2,restaurant,3602,0.95,0.5222,0.3543,0.6656,0.3972,0.0
Extended BERT ABSA,999,3,val,122,0.6837,0.8115,0.4116,0.9014,0.3333,0.0
Extended BERT ABSA,999,3,in_domain,123,0.6837,0.8699,0.5798,0.9259,0.6316,0.1818
Extended BERT ABSA,999,3,laptop,2313,0.6837,0.6066,0.4708,0.7016,0.6496,0.0613
Extended BERT ABSA,999,3,restaurant,3602,0.6837,0.6119,0.3555,0.7601,0.2684,0.0381
Extended BERT ABSA,999,4,val,122,0.3732,0.7951,0.4412,0.8889,0.4348,0.0
Extended BERT ABSA,999,4,in_domain,123,0.3732,0.8374,0.5335,0.9082,0.6923,0.0
Extended BERT ABSA,999,4,laptop,2313,0.3732,0.6334,0.4916,0.7254,0.6864,0.0631
Extended BERT ABSA,999,4,restaurant,3602,0.3732,0.6582,0.4484,0.7928,0.5199,0.0324
Extended BERT ABSA,999,5,val,122,0.2471,0.8197,0.4286,0.9108,0.375,0.0
Extended BERT ABSA,999,5,in_domain,123,0.2471,0.8618,0.5408,0.9224,0.5333,0.1667
Extended BERT ABSA,999,5,laptop,2313,0.2471,0.6498,0.5391,0.7609,0.6914,0.1651
Extended BERT ABSA,999,5,restaurant,3602,0.2471,0.6421,0.4164,0.7844,0.3723,0.0927
Extended BERT ABSA,999,6,val,122,0.1391,0.8443,0.4406,0.9217,0.4,0.0
Extended BERT ABSA,999,6,in_domain,123,0.1391,0.8862,0.4569,0.9422,0.4286,0.0
Extended BERT ABSA,999,6,laptop,2313,0.1391,0.6585,0.5315,0.7667,0.6939,0.1338
Extended BERT ABSA,999,6,restaurant,3602,0.1391,0.6438,0.4051,0.7827,0.3568,0.0757
Extended BERT ABSA,999,7,val,122,0.0634,0.8443,0.4391,0.9174,0.4,0.0
Extended BERT ABSA,999,7,in_domain,123,0.0634,0.8618,0.4796,0.9238,0.3333,0.1818
Extended BERT ABSA,999,7,laptop,2313,0.0634,0.6412,0.538,0.7581,0.6686,0.1871
Extended BERT ABSA,999,7,restaurant,3602,0.0634,0.6374,0.4062,0.7846,0.3115,0.1225
Extended BERT ABSA,999,8,val,122,0.0289,0.8197,0.4355,0.9065,0.4,0.0
Extended BERT ABSA,999,8,in_domain,123,0.0289,0.878,0.5732,0.9315,0.5882,0.2
Extended BERT ABSA,999,8,laptop,2313,0.0289,0.658,0.5617,0.775,0.6971,0.2129
Extended BERT ABSA,999,8,restaurant,3602,0.0289,0.6596,0.4745,0.8047,0.4358,0.183
Extended BERT ABSA,999,9,val,122,0.0073,0.8525,0.4103,0.9231,0.3077,0.0
Extended BERT ABSA,999,9,in_domain,123,0.0073,0.8699,0.4444,0.9292,0.1818,0.2222
Extended BERT ABSA,999,9,laptop,2313,0.0073,0.6412,0.537,0.7538,0.6683,0.1891
Extended BERT ABSA,999,9,restaurant,3602,0.0073,0.6394,0.4123,0.7865,0.3115,0.1389
Extended BERT ABSA,999,10,val,122,0.0171,0.8525,0.4408,0.9224,0.4,0.0
Extended BERT ABSA,999,10,in_domain,123,0.0171,0.878,0.4963,0.9333,0.3333,0.2222
Extended BERT ABSA,999,10,laptop,2313,0.0171,0.6481,0.5431,0.7633,0.6762,0.1899
Extended BERT ABSA,999,10,restaurant,3602,0.0171,0.6494,0.4384,0.7946,0.3649,0.1558
RoBERTa ABSA,999,1,val,122,1.1302,0.8197,0.3392,0.9,0.1176,0.0
RoBERTa ABSA,999,1,in_domain,123,1.1302,0.8618,0.3086,0.9258,0.0,0.0
RoBERTa ABSA,999,1,laptop,2313,1.1302,0.5128,0.3631,0.6268,0.4626,0.0
RoBERTa ABSA,999,1,restaurant,3602,1.1302,0.5908,0.2746,0.7438,0.0799,0.0
RoBERTa ABSA,999,2,val,122,1.1164,0.582,0.3264,0.7368,0.2424,0.0
RoBERTa ABSA,999,2,in_domain,123,1.1164,0.6341,0.3605,0.764,0.3175,0.0
RoBERTa ABSA,999,2,laptop,2313,1.1164,0.6308,0.4681,0.7131,0.6912,0.0
RoBERTa ABSA,999,2,restaurant,3602,1.1164,0.6941,0.4686,0.8169,0.589,0.0
RoBERTa ABSA,999,3,val,122,0.9836,0.8689,0.3667,0.9333,0.1667,0.0
RoBERTa ABSA,999,3,in_domain,123,0.9836,0.878,0.3641,0.9386,0.1538,0.0
RoBERTa ABSA,999,3,laptop,2313,0.9836,0.642,0.5149,0.7287,0.6843,0.1317
RoBERTa ABSA,999,3,restaurant,3602,0.9836,0.6463,0.3814,0.7839,0.2978,0.0625
RoBERTa ABSA,999,4,val,122,0.6078,0.7869,0.516,0.8812,0.3333,0.3333
RoBERTa ABSA,999,4,in_domain,123,0.6078,0.8618,0.6258,0.9268,0.6429,0.3077
RoBERTa ABSA,999,4,laptop,2313,0.6078,0.7173,0.6705,0.784,0.7833,0.4442
RoBERTa ABSA,999,4,restaurant,3602,0.6078,0.7338,0.6505,0.8489,0.6866,0.4161
RoBERTa ABSA,999,5,val,122,0.3964,0.8525,0.442,0.9259,0.4,0.0
RoBERTa ABSA,999,5,in_domain,123,0.3964,0.9106,0.5419,0.9589,0.6667,0.0
RoBERTa ABSA,999,5,laptop,2313,0.3964,0.7358,0.6567,0.8126,0.7822,0.3752
RoBERTa ABSA,999,5,restaurant,3602,0.3964,0.7249,0.5602,0.8408,0.6162,0.2238
RoBERTa ABSA,999,6,val,122,0.4384,0.8361,0.4435,0.9209,0.2667,0.1429
RoBERTa ABSA,999,6,in_domain,123,0.4384,0.8699,0.5795,0.9309,0.5,0.3077
RoBERTa ABSA,999,6,laptop,2313,0.4384,0.6969,0.664,0.8243,0.692,0.4757
RoBERTa ABSA,999,6,restaurant,3602,0.4384,0.7121,0.6021,0.8531,0.5098,0.4434
RoBERTa ABSA,999,7,val,122,0.1387,0.8607,0.3996,0.9321,0.2667,0.0
RoBERTa ABSA,999,7,in_domain,123,0.1387,0.8862,0.5545,0.9412,0.5,0.2222
RoBERTa ABSA,999,7,laptop,2313,0.1387,0.6891,0.6373,0.8121,0.6841,0.4157
RoBERTa ABSA,999,7,restaurant,3602,0.1387,0.7179,0.5873,0.85,0.5222,0.3898
RoBERTa ABSA,999,8,val,122,0.0594,0.8689,0.4751,0.9364,0.2667,0.2222
RoBERTa ABSA,999,8,in_domain,123,0.0594,0.8862,0.5668,0.945,0.5556,0.2
RoBERTa ABSA,999,8,laptop,2313,0.0594,0.6952,0.6533,0.8284,0.6795,0.452
RoBERTa ABSA,999,8,restaurant,3602,0.0594,0.7207,0.6019,0.857,0.5234,0.4252
RoBERTa ABSA,999,9,val,122,0.0638,0.8443,0.4789,0.9209,0.3158,0.2
RoBERTa ABSA,999,9,in_domain,123,0.0638,0.8862,0.6071,0.9395,0.7,0.1818
RoBERTa ABSA,999,9,laptop,2313,0.0638,0.716,0.6745,0.8333,0.7238,0.4665
RoBERTa ABSA,999,9,restaurant,3602,0.0638,0.7313,0.626,0.8605,0.5753,0.4423
RoBERTa ABSA,999,10,val,122,0.0333,0.8689,0.5036,0.9358,0.3529,0.2222
RoBERTa ABSA,999,10,in_domain,123,0.0333,0.878,0.5793,0.9395,0.6316,0.1667
RoBERTa ABSA,999,10,laptop,2313,0.0333,0.706,0.6663,0.8308,0.7009,0.4672
RoBERTa ABSA,999,10,restaurant,3602,0.0333,0.7254,0.6144,0.8603,0.5458,0.4372
Extended BERT ABSA,1234,1,val,122,1.092,0.8525,0.3538,0.9279,0.1333,0.0
Extended BERT ABSA,1234,1,in_domain,123,1.092,0.8862,0.446,0.9381,0.4,0.0
Extended BERT ABSA,1234,1,laptop,2313,1.092,0.4725,0.3028,0.6124,0.2961,0.0
Extended BERT ABSA,1234,1,restaurant,3602,1.092,0.5591,0.2799,0.7211,0.1187,0.0
Extended BERT ABSA,1234,2,val,122,0.9479,0.7295,0.3821,0.85,0.2963,0.0
Extended BERT ABSA,1234,2,in_domain,123,0.9479,0.7561,0.4748,0.8529,0.5714,0.0
Extended BERT ABSA,1234,2,laptop,2313,0.9479,0.5655,0.424,0.6611,0.5982,0.0125
Extended BERT ABSA,1234,2,restaurant,3602,0.9479,0.5344,0.3208,0.7013,0.2549,0.0062
Extended BERT ABSA,1234,3,val,122,0.6887,0.7869,0.499,0.89,0.3571,0.25
Extended BERT ABSA,1234,3,in_domain,123,0.6887,0.813,0.5974,0.8878,0.6316,0.2727
Extended BERT ABSA,1234,3,laptop,2313,0.6887,0.6243,0.516,0.722,0.6685,0.1575
Extended BERT ABSA,1234,3,restaurant,3602,0.6887,0.6222,0.422,0.7739,0.4036,0.0885
Extended BERT ABSA,1234,4,val,122,0.4558,0.8197,0.4509,0.9082,0.4444,0.0
Extended BERT ABSA,1234,4,in_domain,123,0.4558,0.878,0.608,0.9352,0.5556,0.3333
Extended BERT ABSA,1234,4,laptop,2313,0.4558,0.6481,0.5,0.7499,0.6937,0.0563
Extended BERT ABSA,1234,4,restaurant,3602,0.4558,0.6563,0.4486,0.7977,0.4958,0.0522
